0:0	despite that , we do n't have the slightest chance of terrorism taking place .	N/A	despite that , there is not the slightest chance for terrorism .	N/A	1	1	0-0 1-1 2-2 7-6 8-7 9-8 10-9 11-10 14-11 3-3 3-4 3-5 4-3 4-4 4-5 5-3 5-4 5-5 6-3 6-4 6-5		 
1202:1202	he had been dipping into the nuclear black market for a long while .	N/A	he had long swum in the nuclear black market .	N/A	1	1	0-0 1-1 4-4 5-5 6-6 7-7 8-8 9-2 10-2 11-2 12-2 13-9 2-3 3-3		 
1203:1203	but the foreign extremists are misusing the traditional generosity of the afghan people .	N/A	but foreign extremists are badly using the generosity of afghani people	N/A	1	1	0-0 1-1 2-1 3-2 4-3 5-4 5-5 6-6 8-7 9-8 10-9 11-9 12-10		 
1204:1204	the statement said , " the european union finds that , according to the security council 's resolution number 1368 , that the american response is legitimate . "	N/A	" eu considers the us retaliation legal and in accordance with un resolution number 1368 " , the statement said .	N/A	1	1	0-17 1-18 2-19 4-0 5-1 6-1 7-1 8-2 11-8 11-9 11-10 12-8 12-9 12-10 17-12 18-13 19-14 22-3 23-4 24-5 25-6 26-6 27-20 28-15		 
1205:1205	a spokesman of the us embassy in tokyo has confirmed that this was the first time that washington openly supported japan 's campaign for building iter in the country .	N/A	a spokesman of u.s. embassy in tokyo confirmed it was the first time that washington publicly supported the construction of iter in japan .	N/A	1	1	0-0 1-1 2-2 3-3 4-3 5-4 6-5 7-6 9-7 11-8 12-9 13-10 14-11 15-12 16-13 17-14 18-15 19-16 23-19 24-17 24-18 25-20 26-21 29-23 8-7 27-22 28-22		 
1206:1206	the development of the first two parcels is expected to be completed by march , 2000 .	N/A	the first two locations are estimated to be finished by march , 2000 .	N/A	1	1	3-0 4-1 5-2 6-3 7-4 8-5 9-6 10-7 11-8 12-9 13-10 14-11 15-12 16-13		 
1207:1207	the operation required the connection of 6 blood vessels , and 510 stitches with needles . the distance between stitch points did not exceed 3 mm .	N/A	the surgery involved anastomoses of six blood vessels , with more than 510 stitches no more than 3 millimeters apart .	N/A	1	1	0-0 1-1 2-2 3-3 4-3 5-4 6-5 7-6 8-7 9-8 10-9 11-12 12-13 21-14 21-15 21-16 22-14 22-15 22-16 23-14 23-15 23-16 24-17 25-18 26-20 16-19 17-19 18-19 19-19 20-19		 
1208:1208	the seminar will last for two days , and will be held jointly by the wto shanghai research center and shanghai foreign service co . , ltd .	N/A	the 2 days ' seminar is jointly hosted by the wto shanghai study center and shanghai foreign service co . ltd .	N/A	1	1	0-0 1-4 5-1 6-2 11-7 12-6 13-8 14-9 15-10 16-11 17-12 18-13 19-14 20-15 21-16 22-17 23-18 24-19 26-20 27-21 9-5 10-5		 
1209:1209	he has also won the world championship seven times .	N/A	he has also won seven world championships .	N/A	1	1	0-0 1-1 2-2 3-3 4-5 5-5 6-6 7-4 8-4 9-7		 
1210:1210	he firmly believes that canada and china can become very good partners in cooperation .	N/A	he thought canada and china could become very good partners .	N/A	1	1	0-0 2-1 3-1 4-2 5-3 6-4 7-5 8-6 9-7 10-8 11-9 12-9 13-9 14-10		 
1211:1211	according to the commission , most of these countries selected to raise interest rates to protect their currencies .	N/A	the committee said most countries chose to raise interest rates to protect their currencies .	N/A	1	1	0-2 1-2 2-0 3-1 5-3 6-3 8-4 9-5 10-6 11-7 12-8 13-9 14-10 15-11 16-12 17-13 18-14		 
1212:1212	according to marchi , human rights and social justice should be made important contents in canada 's foreign trade policy .	N/A	the human right and social justice should be an important part in canadian foreign trade policy .	N/A	1	1	4-0 4-1 5-2 6-3 7-4 8-5 9-6 10-7 11-8 12-9 13-10 14-11 15-12 16-12 17-13 18-14 19-15 20-16		 
1213:1213	and that it is extremely important to gain the support of pakistan at this stage .	N/A	it is of highly importance to invest pakistan 's cooperation , now ?	N/A	1	1	2-0 3-1 4-2 4-3 4-4 5-2 5-3 5-4 6-5 7-6 8-9 9-9 10-8 11-7 12-11 13-11 14-11 15-12		 
1214:1214	he said that a japanese delegation is currently visiting the united states to learn first hand how the united states is preventing the mad cow disease .	N/A	he said that the japanese delegation was visiting the usa to study the measures taken to prevent the mad cow disease .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 8-7 9-8 10-9 11-9 12-10 13-11 14-11 15-11 21-16 22-17 23-18 24-19 25-20 26-21 6-6 7-6 16-12 16-13 16-14 16-15 17-12 17-13 17-14 17-15 18-12 18-13 18-14 18-15 19-12 19-13 19-14 19-15 20-12 20-13 20-14 20-15		 
1215:1215	by virtue of the first decree , foreign minister farouk al-shara was appointed as " vice president in charge of implementing foreign affairs and media policies . "	N/A	according to the first decree , farouq al-shara has been appointed " vice president for foreign and media affairs " .	N/A	1	1	0-0 0-1 1-0 1-1 2-0 2-1 3-2 4-3 5-4 6-5 9-6 10-7 12-10 13-10 14-11 15-12 16-13 21-15 22-18 23-16 24-17 26-20 27-19 11-8 11-9 17-14 18-14 19-14 20-14		 
1216:1216	the american economy only increased by 3.3 % for the third quarter , and it 's lower than the first quarter , which was 5.5 % .	N/A	u.s. third quarter growth is 3.3 % , which is lower than the 5.5 % recorded in first quarter .	N/A	1	1	0-0 1-0 6-5 7-6 9-1 10-1 11-2 12-7 15-9 16-10 17-11 18-12 19-17 20-18 24-13 25-14 26-19 4-3 5-4 14-8 22-15 23-15		 
1217:1217	according to specialist 's judgment , there could be a great number of dinosaur bone fossils and fossils of other species in this dinosaur fossil concentrated area .	N/A	according to the researchers predictions they expect to find more vertebrae and other animal bones in this area .	N/A	1	1	0-0 1-1 4-4 9-9 10-9 11-9 12-9 14-10 15-10 16-11 17-12 17-13 17-14 18-12 18-13 18-14 19-12 19-13 19-14 20-12 20-13 20-14 21-15 22-16 26-17 27-18 2-2 2-3 3-2 3-3 6-5 6-6 6-7 6-8 7-5 7-6 7-7 7-8 8-5 8-6 8-7 8-8 13-10		 
1218:1218	at that time , cambodia 's joining of asean was just a visionary hope plan mainly because hun sun overthrew prince ranariddh by force .	N/A	cambodia 's failure to join asean was due to the overthrow of prince ranariddh by hun sen.	N/A	1	1	4-0 5-1 8-5 15-6 15-7 15-8 16-6 16-7 16-8 17-15 18-16 19-9 19-10 19-11 20-12 21-13 6-2 6-3 6-4 7-2 7-3 7-4 9-2 9-3 9-4 10-2 10-3 10-4 11-2 11-3 11-4 12-2 12-3 12-4 13-2 13-3 13-4 14-2 14-3 14-4 24-16		 
1219:1219	he stated that it will be possible for companies operating in the e-commerce sector to settle and establish offices , employ staff and own equipment in the area open to companies fully owned by foreigners .	N/A	he said fully foriegn-owned companies that deal with e-commerce can settlein the free zone , have offices , hire staff and own equipment .	N/A	1	1	0-0 1-1 2-1 8-4 9-5 9-6 9-7 10-5 10-6 10-7 11-8 12-8 13-8 15-10 17-15 18-16 19-17 20-18 21-19 22-20 23-21 24-22 26-11 27-13 31-2 32-3 33-3 34-3 35-23 4-9 5-9 6-9 7-9 16-14 28-12 29-12 30-12		 
1220:1220	more than ten countries in the world such as the united states , canada and japan have sailing festivals .	N/A	a dozen countries including the us , canada and japan , also have navigation festivals .	N/A	1	1	0-0 0-1 1-0 1-1 2-0 2-1 3-2 4-2 5-2 6-2 7-3 8-3 9-4 10-5 11-5 12-6 13-7 14-8 15-9 16-12 17-13 18-14 19-15		 
1221:1221	he took part in the first round of 6-party talks held in beijing in august last year .	N/A	he attended the first round of talks in beijing in august last year .	N/A	1	1	0-0 1-1 2-1 3-1 4-2 5-3 6-4 7-5 9-6 10-7 11-7 12-8 13-9 14-10 15-11 16-12 17-13 8-6		 
1222:1222	the netherlands , which holds the european union 's rotating presidency , made the above remark after the eu-china summit .	N/A	the netherlands , the eu rotating presidency , made the above statement after the sino-eu summit .	N/A	1	1	0-0 1-1 2-2 5-3 6-4 7-4 8-4 9-5 10-6 11-7 12-8 13-9 14-10 15-11 16-12 17-13 18-14 19-15 20-16		 
1223:1223	through negotiations , the colombian government and the " united self-defense forces of colombia " reached a peaceful disbandment agreement this june .	N/A	in june this year , the colombian government and the auc reached a peaceful demobilization agreement following negotiations .	N/A	1	1	0-16 1-17 2-4 3-5 4-6 5-7 6-8 7-9 8-10 9-10 10-10 11-10 12-10 13-10 14-10 15-11 16-12 17-13 18-14 19-15 20-2 20-3 21-1 22-18		 
1224:1224	but instead of taking any money , the man grabbed the women by the neck and tried to kill her .	N/A	however , the man did not take any money but tried to strangle her .	N/A	1	1	0-0 1-4 1-5 2-4 2-5 3-6 4-7 5-8 7-2 8-3 16-10 17-11 18-12 19-13 20-14		 
1225:1225	it should be noted that the state situated in south asia was a strong ally of the taliban regime in afghanistan , which openly supports bin laden .	N/A	the south asian country was a strong ally of the taliban , who openly support bin laden , in afghanistan .	N/A	1	1	9-0 9-1 10-2 11-4 12-5 13-6 14-7 15-8 16-9 17-10 19-18 20-19 21-11 22-12 23-13 24-14 25-15 26-16 27-20 10-3		 
1226:1226	he added that israel has " all the means to defend itself , and has an especially strong retaliatory force "	N/A	he added that israel has means to defend itself and possesses a deterrent force .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 6-5 7-5 8-5 9-6 10-7 11-8 13-9 14-10 15-11 16-12 17-12 18-12 19-13 20-14		 
1227:1227	the middle east news agency reported that officials expect " the preparation work will continue until july and political action will be taken afterwards . "	N/A	mena said officials expect " preparations will continue into july and then be followed by political actions . "	N/A	1	1	0-0 1-0 2-0 3-0 4-0 5-1 6-1 7-2 8-3 9-4 10-5 11-5 12-5 13-6 14-7 15-8 16-9 17-10 18-15 19-16 21-12 24-17 25-18 22-13 22-14 23-11		 
1228:1228	he is currently preparing to make a recording of the complete works of schumann for piano in chronological order .	N/A	he is currently preparing to record chopin 's entire works for piano in chronological order .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-5 7-5 8-5 9-8 10-8 11-9 12-7 13-6 14-10 15-11 16-12 17-13 18-14 19-15		 
1229:1229	to all of our listeners , now let 's take a look at the situation in china .	N/A	dear listeners , let 's take a look at the situation in china .	N/A	1	1	4-1 5-2 7-3 8-4 9-5 10-6 11-7 12-8 13-9 14-10 15-11 16-12 17-13 0-0 1-0 2-0 3-0		 
1230:1230	the plane crash upon landing had occurred at 14:20 , local time / 20:11 gmt , when the plane experienced mechanical malfunction .	N/A	the plane crash happened at 14:20 local time / 20:11 gmt because of mechanical failure .	N/A	1	1	0-0 1-1 2-2 6-3 7-4 8-5 10-6 11-7 12-8 13-9 14-10 20-13 21-14 22-15 16-11 16-12		 
1231:1231	changes in al-atri 's cabinet and al-shara , vice president , commissioned to oversee foreign affairs	N/A	changes in al-utri 's government , and vice president al-shara given foreign affairs	N/A	1	1	0-0 1-1 2-2 3-3 4-4 6-9 8-7 9-8 11-10 12-10 14-11 15-12		 
1232:1232	the prosecutor of republican party in house of representative hoped to summons more than 15 persons , including lewinsky , to court .	N/A	the republican prosecutors hope to ask lewinsky and another 15 people to testify in court .	N/A	1	1	0-0 1-2 3-1 4-1 9-3 10-4 11-5 14-9 15-10 18-6 20-11 21-14 22-15 12-8 13-8 21-12 21-13		 
1233:1233	she is suffering from a tumor caused by a kidney disease .	N/A	she has a swelling because of a kidney disease .	N/A	1	1	0-0 4-2 5-3 6-4 7-5 8-6 9-7 10-8 11-9 1-1 2-1 3-1		 
1234:1234	in this way not only is the health of blood donors protected , but the system will also more effectively protect the health and safety of those who need blood .	N/A	this way not only protects blood donors ' health but also more effectively protects blood users ' health and safety .	N/A	1	1	1-0 2-1 3-2 4-3 6-8 7-8 9-5 10-6 11-4 13-9 17-10 18-11 19-12 20-13 22-17 23-18 24-19 26-14 26-15 27-14 27-15 28-14 28-15 29-14 29-15 30-20		 
1235:1235	connie wang was kidnapped along with her personal bodyguard and chauffeur in early july . / end of item /	N/A	she was kidnapped with her personal bodyguard and driver in early june . / ends /	N/A	1	1	2-1 3-2 4-3 5-3 6-4 7-5 8-6 9-7 10-8 11-9 12-10 14-12 15-13 16-14 17-14 18-14 19-15 0-0 1-0 13-11		 
1236:1236	in 1991 , dole was found to have contracted prostate cancer . the doctor said that it had been cured after he received the treatment .	N/A	dole was found the prostate cancer in 1991 , the doctors said he was healed after an operation .	N/A	1	1	0-6 1-7 2-8 3-0 4-1 5-2 9-4 10-5 11-8 12-9 13-10 14-11 19-14 20-15 23-16 24-17 25-18 15-11 16-12 17-13 18-13		 
1237:1237	south and north korea are still technically at war .	N/A	they are still technically at war .	N/A	1	1	4-1 5-2 6-3 7-4 8-5 9-6 0-0 1-0 2-0 3-0		 
1238:1238	in another development an aircraft of the same type was forced to make an emergency landing near the town of askalon . there were no injuries .	N/A	another fighter jet of the same type made an emergency landing near the city of askalon . no casualties were reported .	N/A	1	1	1-0 4-1 4-2 5-3 6-4 7-5 8-6 9-7 10-7 11-7 12-7 13-8 14-9 15-10 16-11 17-12 18-13 19-14 20-15 21-16 23-19 24-17 25-18 26-21 22-19 22-20 23-20		 
1239:1239	hizbollaha forces have been conducting resistance against israel , forcing the jewish state to withdraw from lebanon in may 2000 . / end of news story /	N/A	hizbullah leads the resistance against israel and forced the jewish state to withdraw from lebanon in may 2000 . / ends /	N/A	1	1	0-0 1-0 4-1 5-2 5-3 6-4 7-5 9-7 10-8 11-9 12-10 13-11 14-12 15-13 16-14 17-15 18-16 19-17 20-18 21-19 22-20 23-20 24-20 25-20 26-21 8-6		 
1240:1240	in the preliminary contest , the 26-year-old lan wei from guangdong displayed consummate skill and occupied a leading position with the overall score of 355.35 points .	N/A	in the preliminary session , 26-year-old lan wei from guangdong province displayed consummate skills , leading the others by 355.35 points .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-5 7-6 8-7 9-8 10-9 10-10 11-11 12-12 13-13 24-19 25-20 26-21 14-14 15-15 15-16 15-17 16-15 16-16 16-17 17-15 17-16 17-17 18-15 18-16 18-17 19-18 20-18 21-18 22-18 23-18		 
1241:1241	it is the poor countries , however , that suffer most of all from water problems , which become aggravated under the pressures of population growth .	N/A	however , the poor countries are the most affected by the water problems which worsen under the pressure of demography .	N/A	1	1	1-5 2-2 3-3 4-4 6-0 9-8 10-6 10-7 11-6 11-7 12-6 12-7 13-9 14-10 14-11 15-12 17-13 18-14 19-14 20-15 21-16 22-17 23-18 24-19 25-19 26-20 5-1 7-1		 
1242:1242	cyprus does not adopt neutrality in the campaign against terrorism " .	N/A	cyprus is neutral in the campaign against terrorism . "	N/A	1	1	0-0 5-3 6-4 7-5 8-6 9-7 10-9 11-8 3-1 3-2 4-1 4-2		 
1243:1243	the information department in the egyptian ministry of the interior refused to give any more details .	N/A	the media department at the egyptian interior ministry refused to give more details .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-7 7-6 8-6 9-6 10-8 11-9 12-10 13-11 14-11 15-12 16-13		 
1244:1244	the european union imposed the arms embargo on beijing following the massacre in tiananmen square in 1989 .	N/A	the eu imposed the arms embargo on beijing after the 1989 tiananmen square massacre .	N/A	1	1	0-0 1-1 2-1 3-2 4-3 5-4 6-5 7-6 8-7 9-8 10-9 11-13 12-13 13-11 14-12 15-10 16-10 17-14		 
1245:1245	chuan leekpai indicated that he did not decide when to dismiss the parliament and hold general election before the expiration of the term .	N/A	chuan leekpai said that he did not decide when to dismiss the congress and hold general election .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 13-13 14-14 15-15 16-16 23-17 12-12		 
1246:1246	archaeologists and antiquity experts once believed that it was a treasure mounted on the top of a priest 's scepter in the first temple , and the only relic left from that time .	N/A	archaeologist and antique experts believe that it was a treasure inlaid on the top of a scepter by a priest of the first temple .	N/A	1	1	0-0 1-1 2-2 3-3 5-4 6-5 7-6 8-7 9-8 10-9 11-10 12-11 13-12 14-13 15-14 16-15 17-18 17-19 18-17 19-16 20-20 21-21 22-22 23-23 33-24		 
1247:1247	he said that in the past these parties had been making rounds of nine zero , the mqm headquarters -lsb- in karachi -rsb- .	N/A	he said these parties , in the past , have repeatedly visited the headquarters of mqm , nine zero .	N/A	1	1	0-0 1-1 3-5 4-6 5-7 6-2 7-3 13-17 14-18 16-12 17-15 18-13 23-19 2-1 8-9 9-9 10-10 10-11 11-10 11-11 12-10 12-11		 
1248:1248	introduced to the market in 1999 , avandia is a kind of insulin sensitizer suitable for the treatment of type ii diabetes .	N/A	avandia , introduced in 1999 , is an insulin sensitizer for treating type ii diabetes .	N/A	1	1	0-2 1-2 2-2 3-2 4-3 5-4 6-5 7-0 8-6 9-7 10-7 11-7 12-8 13-9 15-10 16-11 17-11 18-11 19-12 20-13 21-14 22-15		 
1249:1249	before the election , eu nations cited zimbabwe government 's restriction of freedom of the press and obstruction of supervision as an excuse and had already enforced " targeted " sanctions against zimbabwe .	N/A	before the election , the eu countries took " directional " sanction over zinbarbwe , for its government limits press freedom and hinder supervision .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 4-5 5-6 7-13 8-17 9-17 10-18 11-20 12-20 13-19 14-19 15-19 16-21 17-22 18-22 19-23 26-7 27-8 28-9 29-10 30-11 31-12 32-13 33-24 6-11 6-12		 
